node,count,star,friends
X5AkgLOsDySVmIb69gp7Rg,377,3.36,345
01usVP19UJLFPGwsF4_xBw,78,3.68,53
bJ5FtCtZX3ZZacz2_2PJjA,1512,4.17,1538
ZGjgfSvjQK886kiTzLwfLQ,494,4,357
q76sFjjZr3QhUzsA8N1jmg,94,4.15,88
qlasifUq0x8VE6ba5Fs6cQ,2,3,53
5MCBLBxr10NLUKZ4AboAMg,2775,4.02,7179
k9FHioATVOP8PXkTa0XpgA,19,3.53,13
HlA3-qMaUV_Mdlnq2l83cw,4,5,3
_cUtxCvCccwgNJzD5I0cDA,1837,3.93,1975
Wx7cbLDqYEL3_aVZwh82Ww,1119,3.92,1725
ueN5WR_WoOxdqm0kEwUQ9A,94,3.79,39
suRoi6fJjOSdzBMWzaZ5sQ,460,3.79,368
Wgr62ZdBNHgNRrx4Nzqd6g,10,3.25,5
c4eh4aq5Bw9zVMt4xLG2ew,1,3.62,325
S1bcv4QpwW7Ysy0T9edlOQ,267,3.78,123
OTjwFOBCX00PZdCgirtrVg,6,3.83,4
9v1h2uSfV2TPR9t4iMJLYg,16,3.79,2
7F2HuhNCQ4l2AnNOlIwrGw,52,3.94,61
s2q-H4QAdsIv8reu7wrucA,3,5,7
0yYCMhDWCEIVUyZLzDWwqQ,398,3.87,318
m5b7wsu7oOhw5xCvtItKGw,2,3.5,80
VC0Jt7YlJO1mWowmGiIfCA,4,3.75,2
a7VZROHRraMgII01WoSmVA,8,3.13,11
oXh5QMjYhWhVWJcV16131Q,84,3.64,27
eb0DjWUjMfxTzBfcaWm7RA,2,4.5,13
HjM7qx13RhKDJ9cQhJnUqw,82,4.01,66
Gdq40zh8C766ZXuoTczGXQ,4,3,21
YjHTvPikaWCWDrR4CN8xHg,40,3.26,37
rdtX3db9q8iL2Eg7Y8gqhQ,195,3.63,194
Mf2NAhMTiYk0DC0fZjhNMw,341,3.86,113
XTWdXSOoUJnIMiVSA-1gDg,122,4.01,171
Jt3GylPuH64uA3zTdbMdCg,881,4.3,354
OgLyhQefoJ35LZRhp8ugWg,113,4.33,59
NrgEGyUmRuhIAcFBB-n12w,8,4.8,159
gJfEMmn74Fg43_DRhU_5iw,38,4.11,9
xkT49MB-0ssh8laBVH05AQ,117,3.5,160
pQaJ-YTTNo0H-56YYrdkiw,4,5,98
Sr7BrFIgCqggvDghkTPCgA,12,3.85,13
ouODopBKF3AqfCkuQEnrDg,2108,3.57,1141
z9sL9d4kfAiQeGJ1dGmBng,381,3.87,634
YaMcLquVNu9L-Oo4xX9A7g,4,4.75,21
sL0xZC9FvUm94nHS07h_OA,1,5,9
2XitEqyr4FgLnvJqH-PGBw,2,4.5,17
s_ushMFjAYjIvszJW2gOhQ,170,4.02,72
5-NUB7zW8SpiuKY94VzEIw,2,3.5,3
w0Eb3PnZFiyQdWqXYKnx3A,510,3.98,343
XPWiUNYQVOAlc255F5zVQw,276,3.78,182
7Lx-aVjLORgI-0veAeRs0Q,1,1.5,101
1aqc1ykoQuCRCPjyD3ZgjQ,19,3.85,15
uiEuAm2EwRAFEoG79Bphjg,12,3.38,22
jsj0gvclyTprwL8RQN5eJA,7,3.57,222
QJpymN4GQPaOz5s8knpPDg,48,3.63,75
0MJ5sKX5uq7Ma5hbl4l3BQ,632,3.69,799
6VnuHqma4FWdda9MIg6G0A,167,4.05,312
g0_x4kVvJAYuk96oCcbOmw,455,3.38,189
P_BFaQP0rlHpEq9-CZbyCQ,119,3.76,91
7BmxUbeD1K7dLQapN2At1w,35,3.43,358
GdmJInilh9WAqAISitNGRw,297,3.74,132
6WTtnegZdbbrSdp_7lsk9g,14,3.86,19
YV6uaSzANkraOQQzN0alWg,193,3.93,116
UJEjJgi1xpmLR4b3J8fn2Q,341,3.65,424
DDJliZbj8VYfwikMQWbrBA,141,3.72,88
ZCVEZmTB_StK-UXA3WPVlQ,523,3.56,368
uzdaZW_WR4meskJm6R_aJg,4,3.75,131
R9NPZR3RxACKsiwy3OIiRQ,41,3.49,28
aGI_wfhcJ86DJ-67Lkty8g,435,3.72,346
sGaoPWB_p1aOm5z9cnV3Aw,569,4.16,786
lpnI226_ekGGvkx2Kd-biQ,79,3.57,422
s-xVBnGjW1U4iqbTJRSu7Q,510,4.19,797
VEj1OuO6QrQMXFhuMZJ8cQ,705,4.25,540
k-G4Gm1KX2v-J3A2SuUm4g,8,3.25,28
CzcV9K5zMt9NRt1yhIYRuA,27,4.41,26
53ApJTgvnYlEPgP0xgc6YA,175,3.42,22
Hp1lYarvJDw1EPviC-Sr-A,23,4.21,72
4WJvoi1E3xs2l3JhMPAeTA,164,4.01,24
mqBWACmaHflW4eh_Ofp16Q,38,3.69,60
wfzwLq_S0lJxDJa3ldZFuw,145,3.7,75
FWRwckNSS9Uc4FLfpDPlMA,362,3.86,388
6WG2IGTVr-xKn0pYQZJGjw,323,4.19,1121
ie6lYe5vjQ1Y52RM4sCtXQ,14,4.6,6
1dnCAmKFGr3iyIER9RpeBQ,8,3.88,50
0OO0RcWMBAPueawcpFJqcg,33,3.74,6
BzcTU6B58qKZIbiikQBirQ,79,3.41,419
g8vqoYtl52mRAT0TNBUNHQ,10,4.5,22
QVoy32vmYsjcusOu5ITpDw,163,3.66,162
kiZ44H-Tn_THgYv8msm9Sw,4,4.75,475
Y-4RCXXrQ8hS5bR5uTp48Q,165,3.87,255
jmyunODJvYT7n7LCgotAyQ,93,3.49,391
nti0EhLYrCKhXzJx425Oaw,562,3.63,300
GkLLHz9CY6YgJcrMelbf4Q,1,4,30
y5qEpAfJQaOjjG8ZJWrp6w,333,4.23,92
806piRS5Ueod_7oNHQDW-Q,201,4,142
Pq_okYAHQMxr0pxo_A2KDw,208,2.77,72
1OSARXZ-t1RDY2JgbLY_oQ,145,3.05,41
Kywzs0YNYwnrSElg8947AA,3,3.67,41
M79rv2KKQA4cYEoTIBXvoQ,288,3.52,203
ei8X5pyCur3d0CGb5EbnFA,289,3.53,180
ZUoBHFcM4DFB1RBi6apZrw,12,3.85,15
5DpB9kJXPRl1ytl7r6G5jw,206,3.82,1180
lg7pp09695yrVMEa__XSHQ,61,3.82,73
kFbFrSsqG-M6rvG8XiYBtQ,10,3.45,124
sZaRJwINk4-V8o06kFeo2A,302,3.76,83
KFFKNOFPKr_i-2vD8XKb5g,20,4.82,189
ALWSjow1qxW4SFFZ0ZNB6Q,94,3.72,186
aTApnuj_Dx483ZcLEujPnQ,75,3.44,61
MdUimpfJQHijcy1DZu-r4A,361,3.67,138
Ix2CkBFMCg3muzbXR-BeOQ,36,3.9,5
Lrk7Q6eJcu1nyDdW0SMiKw,140,4.23,224
y3Wtx1pOvTiqsJRkjceXiw,371,3.39,632
m9oVFC5s03j2nEHgdqIlgw,439,3.75,2370
6ao71ctA_Ql3WtvKtXO6eA,45,4.25,12
P9hbcVoZIPKF4gV8KH427A,590,3.84,360
IjKo22XrHblFeSEMU84s-A,5,4.83,23
EQpFHqGT9Tk6YSwORTtwpg,731,3.96,1215
eiiXoxbl2nzTy3VTsOd-Qw,1135,3.2,2473
pAL87DkCLBtOCjKcGzZiEQ,50,3.92,224
k8y8sNAXTl6XMzg5Qr61rg,253,4,395
Jg02952eTvu5mUEoWbWZXQ,16,4.12,12
rMsB82tk9uOB6JumPMgczg,603,3.83,4306
qL6WPrAtufm7ae-B6Cu4Hw,144,3.59,200
I2F4VyZGB0FW2JzzlKz37g,816,3.87,672
HRtJ9ELqSDOWSP-dgtIGQQ,32,3.63,98
efLMheEP0e2ZwtCMQAmP7g,58,3.02,94
SRnCpcuVZlj6EAa8B51oLg,46,4.02,36
6L_tJ4XL1yv6_YY8horvXA,229,3.76,215
wfAY5pTWM48wNQNh96jymw,111,3.57,41
Txe2IVJmRgHe1WqN348tjQ,3,1.33,11
uRnKSxqi80IUcV9J1IzbbQ,114,3.45,38
HGTdyEDygTqANThO64WDWQ,2416,3.76,641
YLRpMbcQ-YvTYl7pEVcrwQ,109,3.61,127
yeGIAyHixJrIe-zmXiePWQ,1169,3.41,380
UtqkJIAmIltAWGN8bLqZZg,34,3.29,361
yPa_4u6hcWEHkziHAeRapw,248,3.85,95
sIz02nAyQIrDtFavxZtfTQ,727,3.8,3535
UrOVUCM56jcyN0jX1darJA,122,3.95,75
t2AXnfsMW96jTw7ve_flMw,48,3.38,14
duihVwxxVm8iD1NVPwiWCA,37,3.82,2766
vrLXQZxVBh7ucIm3TmYEwg,475,4,321
mVX994rBlLzWugN-gjwZfQ,174,3.89,133
0GNqPGZNPNoTcJ1PFJrexw,25,4.28,61
tdFXFtnnM6CB5R7NpxwW8A,1,5,4
eg0cwrodeKGLeLIDTSCXoA,475,4.33,374
raccLemMnCJCKjZBac6fEA,64,4,53
ay4r9nenqGhf9IAAnG3OrA,50,3.76,66
o66jA1NPzLBWDl5ELYI1pA,38,4.27,15
FVjmJWsjzed0yDGlOB0QqA,475,3.47,768
V4Yx_l2ksyVVs1qm_STstQ,169,3.97,163
DMxnUmSNKgXjII1w8ai_Wg,56,4.04,67
L8LoKsZ9zncFoqqf5RiYgA,149,4.14,134
IlbqI2QmRgT-QnjAnv7Y_g,201,3.73,59
4xtrkCns8qR8Kt0K0v30og,5,3,59
NEnjlrr2ozU4FMmXup88wA,119,3.94,195
xXpgpL8czhqCYv-l95iCPw,241,3.49,972
EXXdXcxflkg9moppilHoCA,143,3.69,73
tu1XdABnHGNVNguWxdZ_HA,120,3.77,203
trv2a6m_O8_83ay2-CgoEQ,94,3.83,81
VAJBPYAhdUCB38Xm1Sh_UA,23,3.89,31
NEVXtJ4YzoUT6alIo6qEZQ,100,3.64,86
2T48z1egd0IRwrje2PgRuw,40,4.09,12
ET3TgSSQ3shm2mj5vZ8IVQ,297,4.06,198
xOr3cP1xO2qC4lx2E9jnBg,281,3.66,227
Kj-u8Yq1d3mLKitWsDAxpg,793,3.58,758
pUNvLJwdJIOemOgU98mp1w,488,4.14,335
FqzrwSApijp8ZA64ZbUBTg,36,3.11,8
Vmlb32eOzrfpslw9QrtE9w,33,3.54,174
fR4HdVk_8EOIl6smrVxvvg,11,4.45,100
vx0q-qRMkPpTSgTtT9L0rw,19,3.95,19
y-MbemaPTMgJpB3hklmjLw,78,3.95,38
nYgzvpBQZqaWDWz3EIhpow,4,3.75,12
N8ITUUDRBpo1hTNDvk1byA,238,3.97,663
9wEZMCmuxJzbti6E5dZtAw,263,3.44,116
fEtWwhNKSoTqIWTSEwGIvg,189,2.7,1946
YJ4zqGEskabyFk4g3GU7wg,346,3.2,28
zg23ChWAll3vAo5OGVRPyA,110,3.56,29
mzXDuhZBPdHfMIk1YXP0mQ,455,3.64,81
oCnLbe9OGnpyQBY4E90bVQ,201,3.33,88
AiAIzqK-s9C9DcNbhLlXVg,363,3.84,293
vbEf26yXYP0WBsveEXWIlw,490,3.71,282
tMCQBnGWRg5uzrqug1X9qg,34,4.4,6
lRRuTimITgwzoXLIM3g9qw,478,3.71,839
G3lbvjRXX9hfVKI9DiX_DA,34,3.76,229
84HvpQDxcHWmbMDfs8IEYw,534,3.56,688
Qjrn5UsK2HBZxx40HYA1iQ,1261,3.59,463
4_qLiAWJElV_pGrnfdnQEg,36,3.14,31
MEsAlfjx7NZo9vxN1Dd8YA,24,4.5,5
_nkzzz02rmaied6bTkvkng,11,3.54,40
Z2pXm4f-2O5ZpMUmXuYK0Q,183,3.65,130
J4HSWXSi657cWvGTIejlNA,37,3.71,1223
VqMJ0RN57WkkAveDykNw_Q,12,4.15,27
t4WOXuh7u3Y7339nZv99pA,342,3.64,159
2Pwzml8GbxNmMc2uWRg_8Q,103,4.02,180
umIYHRbXtyb_Yy5uThSD_A,238,3.96,1876
Oo_f1n10rb8T-qHGNJDJ5A,94,4.27,1736
c6D4MazJ-6d4Cg5_6HaGTA,81,3.72,99
OLKOOHA4OuPZso5hnLe7yg,5,3.6,4
6O0MxTs3Pzzj5cXSHgYmrw,311,3.39,349
WeAo07gARxMtC0V_PiMhSQ,3,3.67,8
0nqUmhc2qGmI9UsWR4HPhQ,122,3.44,181
Hof8DT2y7XFXjWRDVKFhrg,54,3.68,11
FkaBNfCc2dRyQ2qXhsXXtg,74,4.18,43
u8EgqDkF24x26DCQA6KYQA,378,4.18,304
THE2FJCXhH4F9DRUzWUbUA,221,3.69,201
nBdv5Br4G8pDWXXqSXhUug,230,3.98,175
nWxPLe05wgWXW3bSM7N2cQ,5,4.4,183
qAj0AkFXL-6C-Y37Tlbqyw,149,4.08,257
WOGor0eGSLYP7FxMrWUscQ,40,3.69,22
GKZkLZkbFK7UmhLyx-7Qqg,159,4.38,237
VFRIv3-_Og34wZyy-LigQQ,479,3.37,206
Rkj1-DFdh_9mnSCnaRIYaw,171,3.78,134
G0Mu95b3NXx3EO7gw6B1Zw,308,3.82,201
H40l8fb420VRkOBf8fZFgw,4,4.75,141
2sSg4xMKGNFu-_5RB4DIoQ,12,3.69,6
h9x6C4vKVkkS7TVTWflB4g,201,4.09,105
Wmux4GgQkNBGz4mb0BBT3w,226,3.61,193
FXW16a1QddonpF-h3NtxPg,442,3.41,276
b39y_inQloddW6I49gV5AA,421,3.92,147
6goQm14lgTleJyAv0-pd_w,75,4.31,75
1hQjdoDUQwHB3kFdffMA6Q,339,3.75,238
n0iFO9S6ZvOBh15pLeMwMw,179,4.26,213
4iRGLZ0pbCgI9zUefSlOiA,203,3.71,592
VClMTiHXXYlLNjalD3N4XQ,515,4.16,979
d0xjrf1CL0ollZNK5xewWg,336,4.18,404
t_h9OgY03Aa9s1MdDFLs4w,4,3.25,9
3PB1TY8e8NnnHBHTb96p7Q,227,3.87,121
GcdYgbaF75vj7RO6EZhPOQ,2180,3.9,1131
N9hqTPQu2bmI8c2Pj8F1ww,844,3.9,1481
z3WvJgop-M9CcahKf0MBJQ,7,4.43,85
I6M-7LxI1By6jd8H_OneeQ,15,3.87,31
Xflos_NjAxc5mEwg-uaFNA,325,3.62,1328
l7zmF8szWBC-A07oIDRdKw,492,3.95,352
AWds-yeOWt0MTG9gEZf0Gw,166,3.41,82
W2fLDVUqH8D3h8vCkfiA_A,5,3.4,236
H5i6MeG6_pAECYSdjvGj0Q,6,2.57,91
l5FVsTqgWtRBhy0Kttldxg,4,4,129
AhrwzmRufpwCjn0GqLSQTg,14,4.64,230
VcYN4FVgH_pNdZipjGrzzw,32,3.82,193
y7H-4bWuX3eqC7C11DvQcA,299,4.11,957
DvP8pq7QzV11_0968ahxMQ,144,3.82,520
NFeNXGbZWRCe6qMEppNdRw,301,3.95,565
Bxuu2Ybq7OxJl6bSUJZRog,5,2.63,271
_BaqcwLJv2S6cLBMfrSZOw,7,4.29,147
LrLlWxAkc1aK-_lEWx4p3w,12,4,58
t2LoCqGXkr5mPtu2a336SA,752,3.87,1579
cUB2WhICFuSe7DwXAIoo0g,397,3.49,528
9TYpecJwv-HtNJtadramWQ,304,4.16,90
3QZXMJvtbzNU_ELLJbPu5A,255,3.68,92
W2KKFZ5mrl3Qd70ni5eNnw,470,3.88,965
TfzGqBc2kq6n_4fuYd4AzQ,8,4.33,37
i84YDhPbxtq9F8ipmtR5vg,253,4.11,346
ZCJ3Hk1tGRUrf4Z1fo9cFg,104,4.02,589
2eZxAa5XdM4cs0lEXQ6kZw,69,3.27,127
2-sRIfKT31GFQD0OCnOmwQ,353,3.31,221
RVLIIWzrsmZEGSU08feSQA,72,3.45,38
55qqRv6iwYXCMyCpYIC4GQ,108,2.9,11
rK8kLDiaKoIexHy3JzcVCA,339,3.37,42
DJp-RvWsIyX9z-8SN2N7Ag,398,3.56,245
46Wi08T5D3phf3SMgi7U3w,838,4.12,469
T9p_H8NK2A8kXk-MZJgW7Q,54,3.67,30
vEsl_mvbIYaWkdx2S6h2-A,134,3.49,44
iiu3bqTQyXy2Eu-jzO0T2Q,54,3.22,96
y-50BHJBXM8oZBNf17A9Pw,30,3.79,11
4kjVKQhMJKdlasEkn_Nkxw,328,3.92,121
3_nr-RAIW8qCYK4xrnqXug,3,3.8,32
Ij4D1vGo-_KtTZgUSNX-1g,199,3.38,426
RNksdtDik0uCEK6NpGMIDQ,7,4.43,13
CVXEbflwsAuRdPmpkipEEw,7,3.78,19
eFRiuv-gmbd0XpkyycuL5Q,43,4.05,72
R95jUAYcnhesh9L5kCSeSA,134,4.37,3657
a1tV_scQLPsikCUh2sDy1w,56,3.54,152
2M01rniHjqap5IBVQ_eV8Q,66,4.01,113
bfi-PCAxxnJtehEi2vcnqw,20,3.6,174
d4U4A9Svhf6tAD8iR-dUng,136,4,96
yOO5Dj4CU-UJsnVxsSpVPg,265,3.74,81
Mzmy5ygEhRM5sdBzKpcW1A,7,4.71,94
36rYo-dZTwy8LUlmimgdbg,193,3.73,85
Oi306i7n3X4tDpnkTOsriw,42,3.52,37
yVmdLEG5ayP55s_psPoy8Q,62,3.75,65
T0u7PoV7IXQbDhy7y5hILA,5,3.83,3
bVWjbwwMPfJSnyY_n3TsOg,22,3.09,18
itI6CqeR92ikei1n86N5sg,708,3.5,947
SscLHLfGjklT6GGdX17pDg,64,4.09,49
mJqkH2uXFQQyoKfoXMjxuA,23,3.53,7
A5696UJqaQMQVtWStQyX9g,179,3.77,181
6woTWCjHDMEjQclniEei-A,271,3.56,171
0b1XN3KErCE3r-lawWPVWg,2,3.5,13
GevrFd8ojonAr4fEQB9WfA,365,3.72,452
uKZaU4nnY9EI8Ir7BSA5nA,144,3.57,30
Vg0OHlWOEjOlhUYJIpKUgA,14,4.21,24
oLvIjpLBSaJPuvgZ3BGDEg,167,3.99,210
8wQIoFapkegkC5fcVYg_Iw,1148,3.68,842
XwbnUSJeDscLDGfe4A1x3Q,436,3.12,109
ou6T6K7vDEveO7BXMl1N0w,234,3.53,99
0xwZ7wmPmezqPf9L9O-6GQ,69,3.3,23
A_BF2dDDUTKGVXrqxO9mag,355,3.82,107
enaHB1e956thdnafcHVAig,408,3.24,183
HZ36AIhIT9_KwC3-tnBUhg,3,4.14,2
NHY4mU-Bz16YEsnAeu8pwA,577,3.73,290
5zSqtAKusjCjCFdGQHP81Q,152,3.91,106
FEIO-XNorpnhqVcUiTnpIQ,19,4.1,281
N5nA0Aq_6P1lA-5MzsYWzw,206,3.71,81
9piMEmpL9nfG8OBA31Ihlw,14,3.87,15
H9n0LQitq1zciv6C-EJS3g,14,3.47,10
o_fzPfo7uXiNgNcvZEXBeA,88,3.24,25
jk5dcB_MfWglVdc4ILfWkA,113,3.81,170
mpL9iS9Dv30o7oEYosfXTw,114,3.84,31
CN8gwyZCygsLBYWHKqHENg,415,3.69,708
42D8UPKrq8oDOPwGysuEMw,113,3.56,75
GsxGzgtRt1aYi2GYNEPmAg,20,4.14,9
xyad5PXaHTdKrdNClXbMqQ,138,3.08,229
1FXzczf_5tkQ8DQVomKMaA,4,3.25,11
5oE1k7uF7QnZuqY9_5jYFw,12,3.57,18
1U-U6abdncybg6c2TRl0FQ,25,3.04,5
0us9bFdds4rqm117K-DCHw,139,3.96,78
cTiIhlEU8lJ0DU8XzhRn-Q,16,3.72,11
bH3yc4ZI4CGd_wPpZKML5A,309,3.76,213
ZDRbaum3-poLI6iYOrzKfw,34,4.57,15
AYQGK2AZkIPkrqgAb72Qkg,252,4.75,5796
sRayUe6Y_YSXOK7pKfdlBg,431,3.84,135
yj_Foz5GlXNoAyeHndr1cw,81,3.84,88
5RHa6ARjqHnjkk2puc5y_w,628,3.3,467
UXcOSMHZM2RPWTgjQbKDJg,151,3.4,56
NnW114Yb-UDoRUkjnPe0Bw,23,3.12,8
95jVin31Tw0Wf9iWWp-6-Q,90,3.12,76
YalRLFVGKqT9HVNu2oh9mw,420,3.75,520
GaacaTNh_rOgJO3zbfqPkw,222,3.25,62
yOixBUTirIrxyup-8jb_Ww,1107,3.7,804
mWamaq-Awy6tf7U4bCtT1A,468,3.82,303
HxyLRaoH9PS09M6R3rV-EQ,734,3.49,298
yP9Ky8pdpqIGm67pKFT0og,92,3.61,61
smOvOajNG0lS4Pq7d8g4JQ,176,3.46,44
C2SAUovCQagJltWPrYtCQw,41,3.56,35
_p443uVarpxG_NnZJqbneA,11,4.27,90
SbSF-vlTPBn1bYFo-5PrhA,64,3.64,186
NNgQ8fV5ARQgHw-Ob7l50A,1114,4.04,1843
xUoP5YrS5vEsqC0fyKQ3iQ,114,3.83,804
ZCtIJDJCJb7mq-jGrNXTsA,88,4.01,101
24AzZDQKHySwMQR7VQVCAg,829,4.24,603
Y_2jMUKz6pvJ0JSWG3u10A,724,3.91,424
j88Cj_hF2Ie-stdws3NDTQ,384,4.04,175
O9qq7z1dgyTi1bxdEIoVJA,123,3.76,141
2HoYHTUjWfmY3vHruQlDhw,150,4.18,192
MhbjMiuR74hpqgrjdlZmoQ,175,4.05,235
Usvn6LvVXlZFcLWqFS-L5g,206,4.37,238
fYkqa_hvgbnTPGKenYFMgg,673,3.85,246
_zR_YufhDeXs4c020eWWOA,570,4.36,357
TfupksZpPyOgD3gqaSlqgg,125,4.38,45
phoMcYUbBJeAKUD0GE76GA,402,4.01,394
OdirWsBBFIfmGXByAgnd0A,64,3.34,13
DK57YibC5ShBmqQl97CKog,2715,3.91,1447
bpgbVPJcG-wQ4cNBcPPIxw,1205,4.12,1511
VW3qosqXeFq6QJ4foHkcpw,100,3.42,245
eB0g1fEiJh-osDKTyPiCdA,102,3.9,77
6j0ZYV56UrMgmZaFp7rGTg,161,4.2,58
O7SnU_kGlvNW6rp9ow0E9A,242,3.45,191
FaAb-CoKW4xDvLTSPtEbgw,399,3.72,420
xpcQnETAe4DNcdj76dqOSA,27,4.22,30
aKhv49qQ1A1MDvGZ-cVh7Q,585,3.88,618
6rGVoAI0Bl8ZEbMNJWOK3w,890,3.98,978
PSI7wvuqEhhV9Jh_fP2eZQ,240,4.24,875
kjbuNQSVmPvIunmSSOGx0g,304,3.88,789
EyLVCFOKltmlMg7XcRxU9Q,176,3.72,82
m4lxmhR9r8wgd_G-xhmFeg,27,4.32,924
gH3JDpHQfVcMEGaAaCJPjA,570,3.71,661
moNUn1fGznbGCQSCOA9a4w,112,4.68,58
wyBH5nxZHCslX6aMzOTA7w,204,3.84,411
PPjRmkPOIagjk_OtgRRiNw,97,3.75,74
6p1NDChnIpGl29Ce3cMKWg,346,4.14,1289
ItvyYPGXWNhhbYJqyADp7A,292,3.58,184
7SFUWbb33dOR8lmO51h3dg,223,3.73,918
mKnSFJ2eUevejF72KSr9sg,425,3.79,242
ZpeTWWuYW9tMeVwrObom9g,105,3.88,74
rvyjxVJSmNKDIxkMdzXCfg,716,3.61,567
z9uf9-0uX5Jh8-4Y5l2PQg,844,3.87,294
Tsm8VraTp5OGyVALtUiCeQ,965,3.47,192
viWkK6--5ChiN3hlZ8XqTg,171,3.51,38
nXMMoDzXRByQiWH9cf-FAQ,1143,4.06,1441
tFU0oWJHr1m6dPE6z_C3Vw,390,3.78,684
gfQqQYI5_hCAGEHlHXIz2Q,2113,3.81,529
UlWDGR0QrBbdFsVY6ugocw,885,4.24,4606
zAR1KLx_BehvMHxW_98UvQ,32,3.81,9
d5n7YWztGkm36c2LBQ8Y_w,112,4.31,146
d_TBs6J3twMy9GChqUEXkg,2500,3.67,465
OAN4FPoDiP2xgy6_9X5bbw,142,4.39,199
0Q4q0YTPCVYHbqA7GHclIA,83,3.74,31
eMAmkqtFhhqkzTWKcsARSw,1445,3.64,470
1bEllN7PwMVH10U0fXBZMg,129,3.73,99
KsDg8LKS8AcjeVlWacSPHA,51,3.72,108
3xSvDTbkBp01FWUJ5G74FA,16,3.86,51
Y8uEQnccKOpgdYOE3ls1ug,170,3.94,120
D5VHN977GB-Wk1esSU9VaA,424,3.56,121
SGPscai169s5QLriYf0_jQ,109,3.56,151
4GsnfpN3-JLrM3exUvKd7A,35,3.73,56
EhwkndclyZHev3v9wo9K4A,275,3.74,850
rpSICbwXxHsvtzCT3GLxxw,319,3.54,401
TsurX2CrXCVebYR7cG5_lQ,147,4.2,154
x-LrGPXN7WFX15Qk9B6_YQ,220,4.11,136
X19fJf206WsA0K-UFmXaRg,6,4.17,23
dme9K6sQrgpojAay5r8IAA,230,3.8,164
DFENl5W4GgwGshWSgP3vbA,294,3.39,73
j_orXueAYJBft-VUNbs1IA,1612,3.48,517
Lu8y2ayxVlAzuJEVfVcH4w,2482,4.23,6043
x-RL4dUG80hIpcWAlXjVog,15,3.24,3
EiwxlbR8fb68lMgEXhcWKA,3113,3.82,4503
e79j7Qoh_ameeSXL-aZaog,7,3.14,2
V9n2Qyr-dvNg00BwMWqquQ,231,3.58,35
4bfqW66F5CFu6Yr_S92EOw,276,3.96,914
JOrDiXIgpb0sjtd7Cr3CdA,417,3.66,333
mIUVp_l5C6-vt6plmptXnQ,70,3.97,260
sgwOeYoN9sbGkXKg7BLBwQ,13,4.07,5
Vw00Ha5rTXBRrMRXWKd0Ew,153,3.25,166
Y5Yj3HWELAYMuEo8CGK5CA,171,4.19,68
yzVlmiaDFaqZh-3gY4UMsg,176,4.09,105
lT0jFHCIloX3bnF5eu0ERg,262,3.96,773
w398jIhktQhejkvuu8kFXQ,28,4.17,217
QyrtiL16GCFdpTnYRZ504w,46,3.79,41
cMPJlsuY5IQgJ8N9qICdDw,56,4.1,861
biXvLE9j8tzt1iZ1adBPOQ,156,3.84,130
r0YQhP1Z8xiPNebQ20Hu-g,275,4.06,219
HigkMf3t7YE_X0D49Vd7jQ,76,3.96,199
F8Zm1Dg6mRQHWTTZADb-Jg,301,3.98,266
RkJOXXgXPCPgSneAGVUNxw,622,3.95,670
ypOUnBbNlQKYT7Cw0uKXSw,85,4.04,127
m8chY7QWNWfeisYG0yiK4Q,1219,3.48,896
Ob50qhP9i9Mtfk4NB1cY0Q,48,4.23,24
pkRI-nA3Vz0OdsyCKbWd2g,69,4.01,98
pbEooLkyW-1Xe3oDMSC0Hw,199,3.64,376
KTgd1KSrPhBcn_WwxaeRTw,93,3.8,144
b3rLTyr7SOpME0uxReH9Xw,171,3.86,324
0-2PMpF03_JpxBNO3AzI4Q,41,3.6,176
4wqKW7A9-7TfEzGClFT3_g,496,4.15,1105
kVqjvUueC7hWZ1_IjkGjvg,126,3.84,30
PI51J_fKhEfZKhi-MjWBpg,1121,4.13,1861
XYSDrIef7g4Gmp3lNFVO6A,4967,3.97,1582
hMqd6g1URC2wkDI-IqHg_Q,41,3.9,232
h6AqYcz0S1HfZM4UeVSing,102,3.86,89
nwBLyqeKBcUr6hEfNw-B0g,176,3.02,69
e0wdKXD2X51CKQO8x87g8A,296,3.59,88
nnImk681KaRqUVHlSfZjGQ,1107,3.96,4214
zy4NqQpPWNRftutQEhVb1g,364,3.64,592
ADD7s6z0sTO1Dxr2EMSwGg,531,3.24,395
WQmSjrmuuc3xLCX7Vk9UnA,255,3.82,216
1vB6Olfkba7Sb-Y6TfiB0Q,1473,3.49,306
kDI1Z2XybS1mS198r_bcFg,273,3.8,294
ApJ9YgYU-AhS4a-F5oTGHw,526,3.1,310
ESpwFKguWoMuWH0pSgjL7A,371,3.61,307
_p6EJHgxHlWgU3bOA_AOMw,94,4.02,27
_WSEZA4e9KyxF1UBkf7HOw,472,3.96,927
nOcP-0PIg4REFX4JeR49aw,653,3.62,419
LUiB72Pa35Re92_t0qnb4g,821,3.95,1004
hXzHaGve9mRcPP30k8iL8g,795,3.59,343
sXLAy83l7EwdZjsYFbaq0A,542,3.94,422
gW9yzXWdwz-sYbg0PKNuxQ,584,3.52,275
Jho-WZ05VCyPyNOIQMkKkw,604,3.47,601
gGuAM6Cw1VXJGLssm24ehA,824,3.27,538
d9WIz0Xuh9ECkHfVmqbhIw,324,3.82,222
s2c7-9bqMhjA8POuKIHm8g,894,3.85,465
Un9kXZRrhnfdhaW33OwLFg,1019,3.64,703
Z46Th4ARj-KalgSsbMVHpg,171,3.75,89
